ENB2012_data,,,,,,,,,,,,,,,,,,,,,,
TAVG,WSPD,PRES,TOTAL_FLOOR_AREA,PROPERTY_TYPE,GLAZED_AREA,EXTENSION_COUNT,WALLS_DESCRIPTION,FLOOR_DESCRIPTION,FLOOR_LEVEL,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_ENERGY_EFF,WALLS_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,LIGHTING_ENV_EFF,LIGHTING_ENERGY_EFF,NUMBER_HEATED_ROOMS,NUMBER_HABITABLE_ROOMS,ENERGY_CONSUMPTION
0.71,710.5,269.5,220.5,3.5,4,0.1,2,10.55,13.8,8,0.562142749394557,0.924682398668655,0.20911505232187,0.502738536716764,6,0.150466458231452,0.599394431827873,0.386982916125593,0.0454513296714001,4,3,
0.71,710.5,269.5,220.5,3.5,5,0.1,2,10.68,14.21,168,0.216066180021328,0.855906600104747,0.0354198236050818,0.0472430411294637,59,0.891270267940998,0.385218120223372,0.866120422522329,0.875353428373507,2,4,
0.69,735,294,220.5,3.5,2,0.1,2,11.45,13.2,157,0.141316309019137,0.248722190992643,0.899036631155685,0.648048378445319,48,0.721027609049855,0.591369427789678,0.283743513232052,0.295138755967977,3,3,
0.69,735,294,220.5,3.5,3,0.1,2,11.46,13.54,4,0.7552683829547,0.735544282978801,0.886654138672333,0.368695521089222,56,0.0662123563434429,0.131980792435355,0.20593799613346,0.658373677998504,3,1,
0.69,735,294,220.5,3.5,4,0.1,2,11.32,13.32,138,0.21766978567872,0.318106378528631,0.427447911258321,0.0127774067995361,55,0.122723855835384,0.688794467365676,0.229143480258886,0.697297315492293,2,3,
0.69,735,294,220.5,3.5,5,0.1,2,11.49,13.51,135,0.52746690382847,0.187222665145811,0.849627342292289,0.150567939754308,56,0.825023089561193,0.683634173932162,0.335460779640728,0.0223417327189774,4,1,
0.66,759.5,318.5,220.5,3.5,2,0.1,2,11.45,14.86,163,0.137978892497499,0.868974831331196,0.544663138065768,0.698251635145125,30,0.890190347713119,0.568745135672668,0.232206340471306,0.440365774531847,3,1,
0.66,759.5,318.5,220.5,3.5,3,0.1,2,11.42,14.75,111,0.8178467483481,0.960290718826097,0.547902590091064,0.639827437358057,33,0.377098830867006,0.937622242297174,0.570106136042401,0.956065035831562,4,2,
0.66,759.5,318.5,220.5,3.5,4,0.1,2,11.33,15,171,0.569011758087225,0.0459640998182168,0.0100178975680802,0.703676561658032,77,0.955507642579382,0.392830655839779,0.697920102522639,0.781284374311908,2,4,
0.66,759.5,318.5,220.5,3.5,5,0.1,2,11.43,14.74,97,0.513884478226793,0.902248696932973,0.560003512793943,0.631831623848377,78,0.0971665568685037,0.78491633773107,0.0240480202613075,0.478886168513409,4,1,
0.64,784,343,220.5,3.5,2,0.1,2,15.41,19.23,74,0.270252483459971,0.566230619586322,0.749318929260445,0.90586390308716,2,0.0973633255315867,0.413504198236006,0.118257925470176,0.700394799543988,3,1,
0.64,784,343,220.5,3.5,3,0.1,2,15.18,19.34,99,0.109058108439028,0.398256520328665,0.318715318389217,0.296318284565942,39,0.965707162881714,0.382664516120867,0.901573986186325,0.590629825648824,2,4,
0.64,784,343,220.5,3.5,4,0.1,2,15.34,19.32,115,0.683910889237007,0.646640233582819,0.95481591966633,0.765453897059984,1,0.0573222311913792,0.567768456162011,0.670400605045455,0.357544030349423,2,3,
0.64,784,343,220.5,3.5,5,0.1,2,15.19,19.3,99,0.140384050838255,0.0195792705175265,0.799081261479387,0.448652435361566,17,0.574276260888039,0.211631936990055,0.600014530874461,0.311719877861524,4,2,
0.62,808.5,367.5,220.5,3.5,2,0.1,2,12.88,14.37,115,0.280830711705554,0.548373795182898,0.15133687499176,0.905452871004342,32,0.763244494670933,0.1468387300338,0.948073956936848,0.0878719554173777,3,1,
0.62,808.5,367.5,220.5,3.5,3,0.1,2,13,14.57,123,0.416627846682353,0.720386584171293,0.620109995626763,0.635368341885764,3,0.699309229173405,0.751582392760163,0.221931382354613,0.865717736891129,3,1,
0.62,808.5,367.5,220.5,3.5,4,0.1,2,12.97,14.27,1,0.972339588051637,0.849234170931908,0.918961822226621,0.680176113910217,50,0.60365298165497,0.463498199605459,0.49241149866273,0.675378731384755,4,2,
0.62,808.5,367.5,220.5,3.5,5,0.1,2,13.04,14.24,64,0.631204124814854,0.461712213558061,0.369189362408849,0.938897698936269,19,0.36534887849802,0.403772598815522,0.0588419182196638,0.051045688388046,2,3,
0.98,514.5,294,110.25,7,2,0.1,3,24.28,25.68,93,0.127868675457699,0.493349625137185,0.765113319322109,0.179939818969906,76,0.806321553211764,0.951675811362249,0.679636678229445,0.0809304029496674,2,4,
0.98,514.5,294,110.25,7,3,0.1,3,24.4,26.02,132,0.858174454940427,0.719759463623488,0.966149306417524,0.543491423811815,36,0.202968095298581,0.862486476424793,0.274452784061464,0.844430437723272,2,4,
0.98,514.5,294,110.25,7,4,0.1,3,24.11,25.84,162,0.860619194321635,0.114837860279949,0.609166255530222,0.507573018236279,23,0.953068361690508,0.876001434335659,0.170369522676323,0.634095626767825,2,1,
0.98,514.5,294,110.25,7,5,0.1,3,24.35,26.14,103,0.329809627399788,0.460480299165805,0.972400752112797,0.100818739891969,17,0.147968741016889,0.638322767060011,0.135258749636541,0.681533522145457,2,4,
0.9,563.5,318.5,122.5,7,2,0.1,3,28.07,34.14,72,0.0403053083948241,0.383650291650498,0.343633570839829,0.402558931253056,49,0.491993093009035,0.987727223894871,0.159182501470666,0.374116064215031,1,3,
0.9,563.5,318.5,122.5,7,3,0.1,3,29.01,32.85,194,0.913614156175089,0.208499861481388,0.189507331669788,0.123419669860731,83,0.235498940449159,0.0405348076064594,0.916280054564194,0.719626017658881,3,4,
0.9,563.5,318.5,122.5,7,4,0.1,3,29.62,30.08,84,0.988473236190537,0.644024291476736,0.426125090089951,0.316204931302251,21,0.139871183610366,0.833009134920886,0.664114486528611,0.38302866905895,1,2,
0.9,563.5,318.5,122.5,7,5,0.1,3,29.05,29.67,151,0.339255458393001,0.00521343371996707,0.864618298858801,0.511858389432277,4,0.550976615348973,0.94649112690366,0.502115878497112,0.800452319874689,4,1,
0.86,588,294,147,7,2,0.1,3,25.41,31.73,197,0.419250732281091,0.171405486519864,0.703516493742191,0.368969253472582,26,0.210536280582461,0.370558988728954,0.659843078604696,0.664361548433255,3,4,
0.86,588,294,147,7,3,0.1,3,26.47,31.01,180,0.403142770403902,0.697687825984328,0.208201995004424,0.70372615285441,59,0.852655432691329,0.038724122675202,0.192904841291755,0.0454282042019021,4,4,
0.86,588,294,147,7,4,0.1,3,26.89,25.9,75,0.222204303120856,0.467561688622492,0.140982681003858,0.292899516224863,94,0.187074904130927,0.0510511737242014,0.480957510018962,0.686175580217351,3,3,
0.86,588,294,147,7,5,0.1,3,26.46,27.4,25,0.655751105731691,0.538990263432278,0.853520336088624,0.239275245152236,75,0.1311671972026,0.290672301353816,0.450881599486264,0.710453308624974,4,3,
0.82,612.5,318.5,147,7,2,0.1,3,22.93,28.68,18,0.975357656292693,0.36887478240409,0.139882711369354,0.603940518191371,85,0.0269588236818103,0.448479293012629,0.565913805311722,0.039184236377978,3,3,
0.82,612.5,318.5,147,7,3,0.1,3,23.84,27.54,189,0.83139320761985,0.718809870360476,0.224762748633748,0.363257501576945,69,0.598866825565355,0.0410355240902766,0.193063022310656,0.944309162072948,2,4,
0.82,612.5,318.5,147,7,4,0.1,3,24.17,25.35,156,0.0131431436834972,0.392592172787522,0.737001349304696,0.426647743871681,14,0.0633233003238544,0.450571647025631,0.0721992507677915,0.527593355146743,1,3,
0.82,612.5,318.5,147,7,5,0.1,3,23.87,24.93,2,0.476361014011722,0.766366577251099,0.68105747893063,0.791967037093908,89,0.709710191666043,0.915471399073394,0.222519677433795,0.145933634679745,4,4,
0.79,637,343,147,7,2,0.1,3,35.78,43.12,150,0.250772661839357,0.214659113654008,0.769295725331515,0.660077041872827,81,0.458024181028251,0.40460564280423,0.484746545980663,0.946948487972338,2,2,
0.79,637,343,147,7,3,0.1,3,35.48,41.22,175,0.701826899246755,0.658516366180966,0.913681430638852,0.354057576937472,83,0.868154677364464,0.879285331043322,0.253293711520504,0.41006449845756,4,4,
0.79,637,343,147,7,4,0.1,3,36.97,35.1,102,0.0024496409431932,0.136127091710272,0.512490107510874,0.0640995221339419,71,0.436758673495874,0.157883490332018,0.153470610883352,0.496869606655037,4,3,
0.79,637,343,147,7,5,0.1,3,36.7,34.29,153,0.943732286026774,0.647841209598097,0.179362948734822,0.410050356201396,93,0.35741663014054,0.340604719858769,0.669368339958934,0.126697008056658,1,3,
0.76,661.5,416.5,122.5,7,2,0.1,3,32.52,33.85,88,0.339442832924898,0.907402447437823,0.396532639978754,0.376051647529102,94,0.66170316621972,0.392668932812025,0.646841426393378,0.265241981879992,3,1,
0.76,661.5,416.5,122.5,7,3,0.1,3,33.28,34.11,49,0.174365446027308,0.863185795065655,0.667664568991211,0.229640049730837,77,0.0834871429477932,0.109387764967355,0.986648348105826,0.953715188380959,1,3,
0.76,661.5,416.5,122.5,7,4,0.1,3,32.33,34.48,78,0.00014946043620306,0.0563366926050736,0.672248201339623,0.80878257208204,27,0.664185918285041,0.164323968435987,0.129053209961613,0.902653764447071,2,2,
0.76,661.5,416.5,122.5,7,5,0.1,3,33.24,34.5,147,0.0291300632573586,0.319742239565246,0.533637670447315,0.773270589165895,27,0.513832074601407,0.542234216988564,0.370288224864297,0.631308081735102,4,1,
0.74,686,245,220.5,3.5,2,0.1,3,10.39,13.6,91,0.0842192957419952,0.244059122559555,0.931757976889901,0.587906675254737,76,0.0282417657022325,0.432316682769285,0.73464438962365,0.57013424712026,4,4,
0.74,686,245,220.5,3.5,3,0.1,3,10.34,13.36,109,0.14733115713375,0.745621982016188,0.660404010762654,0.138022773317429,93,0.732656834116001,0.720509309064141,0.599523804587127,0.530090173446583,1,2,
0.74,686,245,220.5,3.5,4,0.1,3,10.35,13.65,40,0.0784434247673251,0.115573424338764,0.623383607896893,0.432710984125065,46,0.525245952604315,0.824411472303443,0.379874962047537,0.658450360967798,1,3,
0.74,686,245,220.5,3.5,5,0.1,3,10.38,13.49,126,0.647448368813187,0.739984269954826,0.865017475332262,0.976114521050363,30,0.241154617726517,0.524050714296563,0.488992397652609,0.676649838321803,2,4,
0.71,710.5,269.5,220.5,3.5,2,0.1,3,10.77,14.14,25,0.987863370529397,0.667366943922341,0.395309166674237,0.779663906563717,95,0.90666321151027,0.159957902249717,0.813667844267796,0.333677381685405,2,2,
0.71,710.5,269.5,220.5,3.5,3,0.1,3,10.68,13.77,180,0.0446051652846071,0.0778535980502332,0.877851389489981,0.659835172004897,38,0.918743003167462,0.921112023853872,0.535790598985022,0.225893274585971,2,4,
0.71,710.5,269.5,220.5,3.5,4,0.1,3,10.68,14.3,116,0.0396469950778366,0.996854200893822,0.899517139572143,0.914130494054577,100,0.723237494697974,0.599968013575275,0.148946741604433,0.811080969985255,2,2,
0.71,710.5,269.5,220.5,3.5,5,0.1,3,10.7,13.87,146,0.692677161130809,0.338634527410931,0.101170486550873,0.877245667046775,86,0.690279137945349,0.929786627878291,0.904723598355988,0.972204228792247,3,2,
0.69,735,294,220.5,3.5,2,0.1,3,11.22,14.44,22,0.903678497237384,0.21549711962596,0.3887379476698,0.124667865453389,13,0.703404230727893,0.0996074930465866,0.129992023720945,0.85891373585466,3,3,
0.69,735,294,220.5,3.5,3,0.1,3,11.16,14.27,194,0.987065472972696,0.183172683620516,0.675126812484524,0.231315155384182,19,0.546786952097545,0.997466197168992,0.296785092562565,0.987122867991628,1,4,
0.69,735,294,220.5,3.5,4,0.1,3,11.1,14.67,90,0.757479283933804,0.705677878268197,0.483628902490076,0.0705160979416419,71,0.971715149269643,0.631598142440222,0.644990244166057,0.773880349104373,2,2,
0.69,735,294,220.5,3.5,5,0.1,3,11.14,14.4,115,0.23244232226168,0.219168623634546,0.678213165486977,0.937933764034021,97,0.833595552051904,0.787495062345863,0.362076203800703,0.51327688461069,3,4,
0.66,759.5,318.5,220.5,3.5,2,0.1,3,11.59,13.46,21,0.622080982906863,0.0902391123889182,0.77487747427633,0.637544586834347,29,0.875919691030485,0.767001815853685,0.568461416393718,0.924959848096414,2,3,
0.66,759.5,318.5,220.5,3.5,3,0.1,3,11.6,13.7,56,0.949415516629621,0.73537749699415,0.844735776110608,0.246096899361633,99,0.690507108249263,0.973760834444096,0.110606040271785,0.732074183197155,3,1,
0.66,759.5,318.5,220.5,3.5,4,0.1,3,11.53,13.59,184,0.390967541011847,0.978021953868101,0.373652971917641,0.677460530417594,63,0.152651265978213,0.150164281086132,0.624271446425707,0.680599964113204,3,3,
0.66,759.5,318.5,220.5,3.5,5,0.1,3,11.61,13.83,12,0.186543424988902,0.943354705675689,0.20340023586119,0.205940854845535,12,0.706738903615019,0.285487392241665,0.84075043428654,0.184692897525839,3,4,
0.64,784,343,220.5,3.5,2,0.1,3,15.16,19.14,159,0.185909261393375,0.473854299097005,0.65232977427772,0.476000107565755,84,0.36762401146882,0.796952742518513,0.362099935959151,0.777363336782392,3,2,
0.64,784,343,220.5,3.5,3,0.1,3,15.36,19.18,83,0.91293169624969,0.821555698647512,0.380812951861832,0.15417177259539,76,0.640126283212099,0.152509869618322,0.232811977871024,0.211793719320673,1,2,
0.64,784,343,220.5,3.5,4,0.1,3,15.12,19.37,16,0.845832847136192,0.917650988379878,0.550924946956929,0.13682033844047,98,0.514583121582047,0.886981708409641,0.410148382148801,0.456512160928395,4,2,
0.64,784,343,220.5,3.5,5,0.1,3,15.36,19.29,133,0.484632179803191,0.126374633612395,0.591957634024021,0.258365343986174,66,0.328934614709874,0.450672061630314,0.174665648366386,0.0217103752059578,1,2,
0.62,808.5,367.5,220.5,3.5,2,0.1,3,12.68,14.09,186,0.0140590824141913,0.214615694703378,0.194516025166107,0.460397755899292,92,0.772268457079201,0.127842980160029,0.804172874867643,0.448015850887944,2,1,
0.62,808.5,367.5,220.5,3.5,3,0.1,3,12.63,14.23,25,0.500462965916443,0.725007974314917,0.682417166852056,0.0145406693104844,65,0.0493195778959173,0.748617428203144,0.116855968651983,0.244558852635761,1,4,
0.62,808.5,367.5,220.5,3.5,4,0.1,3,12.71,14.14,162,0.108167716418162,0.818011001993444,0.266047532848091,0.23695529767508,15,0.694519345777597,0.86263196718658,0.0665082118682006,0.875289953224434,1,4,
0.62,808.5,367.5,220.5,3.5,5,0.1,3,12.73,13.89,23,0.865806526514496,0.412919311343774,0.00628585472237354,0.974779685126253,22,0.0206346612654897,0.502508338083086,0.838233740430742,0.290475030155977,2,3,
0.98,514.5,294,110.25,7,2,0.1,4,24.38,25.91,175,0.956105844718112,0.851251669516276,0.642763295837393,0.178146897634717,31,0.178654831881976,0.0436166487384222,0.451623834241879,0.643635714190136,2,4,
0.98,514.5,294,110.25,7,3,0.1,4,24.23,25.72,16,0.840742290945176,0.715978528212789,0.0534197143470746,0.845236672002206,10,0.236412840823811,0.491399574436692,0.0646234475625135,0.679385194734487,2,2,
0.98,514.5,294,110.25,7,4,0.1,4,24.04,26.18,152,0.0750128033653191,0.210197549902459,0.471298851279482,0.376132394012674,17,0.466535247816058,0.722596951368161,0.713119100888091,0.298255137072449,1,4,
0.98,514.5,294,110.25,7,5,0.1,4,24.32,25.87,151,0.890469156739366,0.866149103586862,0.117931531580293,0.30343442601902,38,0.0953379437525162,0.694124824271705,0.391271703573537,0.0300624674323733,2,2,
0.9,563.5,318.5,122.5,7,2,0.1,4,29.06,29.34,68,0.432987421156873,0.235809648045849,0.915909198506598,0.765936598386331,89,0.264674209314118,0.314152860186876,0.0603259109430686,0.426895191944977,4,4,
0.9,563.5,318.5,122.5,7,3,0.1,4,28.05,33.91,154,0.144804178385793,0.819363289404155,0.946480063591456,0.947374287684626,3,0.532174615040525,0.716908822804757,0.211639778671791,0.630103631810967,1,2,
0.9,563.5,318.5,122.5,7,4,0.1,4,28.86,32.83,195,0.670610069182814,0.71022511289146,0.0899151042649977,0.505345657308882,53,0.831988271369581,0.817391013924646,0.711762078677936,0.582124362395345,3,1,
0.9,563.5,318.5,122.5,7,5,0.1,4,29.79,29.92,187,0.114070171877891,0.495445789532932,0.473139402248703,0.167593474397618,1,0.42951214604319,0.493633408958672,0.319892726104278,0.939389204884069,4,1,
0.86,588,294,147,7,2,0.1,4,26.44,27.17,157,0.845342534434737,0.71459146178309,0.580852329409161,0.526618836026897,81,0.377551307898118,0.18275060918635,0.7468673273712,0.197396990030876,2,1,
0.86,588,294,147,7,3,0.1,4,25.37,31.76,17,0.855501058024054,0.703025011421137,0.0721211216559203,0.199927029510746,1,0.951726364030372,0.276994095144332,0.369596364367383,0.875212900056198,1,3,
0.86,588,294,147,7,4,0.1,4,26.33,31.06,83,0.189273452183762,0.766915542160273,0.97025121253682,0.0576691045350161,11,0.70362236795559,0.427744143446317,0.0344237727624458,0.674986158314324,3,1,
0.86,588,294,147,7,5,0.1,4,27.03,25.81,64,0.669207963717032,0.175487993266064,0.27059984973945,0.644575579901717,35,0.195417447104866,0.859540140605455,0.375681631922939,0.869733570886124,3,4,
0.82,612.5,318.5,147,7,2,0.1,4,23.8,24.61,170,0.973762673780459,0.154947743124647,0.153654835520792,0.692537427652062,58,0.528986364332759,0.873940160845415,0.91693295425197,0.334305847543901,4,3,
0.82,612.5,318.5,147,7,3,0.1,4,22.8,28.61,44,0.050407137441631,0.657116037852016,0.0907786385555193,0.375483758358553,73,0.0741716911378367,0.790579280508466,0.999249652959277,0.190889703843164,2,2,
0.82,612.5,318.5,147,7,4,0.1,4,23.59,27.57,31,0.521235468520183,0.463823307112001,0.423025884067034,0.431940974232683,50,0.0949200092650081,0.970945057057667,0.850507095515809,0.489890213684714,2,2,
0.82,612.5,318.5,147,7,5,0.1,4,24.24,25.16,4,0.138989417535538,0.337944238168296,0.510525882149204,0.133021710942314,49,0.0257013504177289,0.965089618582437,0.179295688567317,0.94435634171998,3,3,
0.79,637,343,147,7,2,0.1,4,36.86,34.25,175,0.338201678493432,0.156116943565952,0.0832703476954286,0.20279596812958,72,0.231426376262594,0.306486812353749,0.554390154899879,0.549773014696786,3,4,
0.79,637,343,147,7,3,0.1,4,35.89,43.3,82,0.915889224297367,0.205998946781818,0.0126699929294973,0.927244142335414,24,0.288283124891102,0.498743869920134,0.632855464388277,0.999815388530661,3,4,
0.79,637,343,147,7,4,0.1,4,35.45,41.86,159,0.0730624708502408,0.0793873258442474,0.946819827484055,0.789951541593202,69,0.460523044501092,0.501781274650602,0.922460370142537,0.086822595765158,4,4,
0.79,637,343,147,7,5,0.1,4,37.1,35.29,95,0.365578108550604,0.332497316495655,0.267379427858619,0.159803266165624,6,0.45307040268303,0.311947907512642,0.98425029657147,0.756708843009793,3,2,
0.76,661.5,416.5,122.5,7,2,0.1,4,33.08,34.11,125,0.548415998558487,0.554320707305158,0.716562907877446,0.971002864103268,84,0.0851116981749857,0.439565413462158,0.26495361086423,0.358609422645439,4,2,
0.76,661.5,416.5,122.5,7,3,0.1,4,32.38,33.62,112,0.762654022991651,0.107427917018633,0.208276905102425,0.355791307018702,56,0.416676558328908,0.679959219797813,0.427574199324991,0.442019811882761,4,3,
0.76,661.5,416.5,122.5,7,4,0.1,4,33.09,33.89,110,0.541950770049114,0.0761090346983964,0.0873979292330365,0.932229420645616,64,0.899135944920318,0.486854078864064,0.250292690343915,0.593205552599454,2,1,
0.76,661.5,416.5,122.5,7,5,0.1,4,32.31,34.05,94,0.834816467384627,0.159241640459987,0.405847248435802,0.111016852442896,81,0.582446292253674,0.449295012242733,0.244845186152929,0.12224162960022,1,4,
0.74,686,245,220.5,3.5,2,0.1,4,10.08,13.2,155,0.0681887790237508,0.808342559497729,0.870012170047761,0.370431197661999,9,0.337719277692054,0.814610581800442,0.178547863017494,0.719058929128504,3,1,
0.74,686,245,220.5,3.5,3,0.1,4,10.15,13.36,108,0.806399322308133,0.53752887039935,0.506767492291611,0.958079434742072,72,0.586258854324361,0.674390975199007,0.893126272625644,0.549936015188252,1,2,
0.74,686,245,220.5,3.5,4,0.1,4,10.07,13.21,49,0.373504558533498,0.790196106165929,0.371135288557168,0.326352472824664,70,0.281465733391839,0.500321443631529,0.570964050877642,0.464562821759944,3,3,
0.74,686,245,220.5,3.5,5,0.1,4,10.14,13.53,191,0.405989014901627,0.825970655603069,0.368269408991802,0.589859679117106,95,0.332804676388871,0.125620060596833,0.158304328005897,0.530721444517631,1,1,
0.71,710.5,269.5,220.5,3.5,2,0.1,4,10.66,13.67,179,0.497388477744835,0.674906293709011,0.742885368972809,0.0779958297257635,74,0.534221282518947,0.50182801809569,0.169139858396187,0.560115270933645,2,4,
0.71,710.5,269.5,220.5,3.5,3,0.1,4,10.68,14.12,72,0.361185710673268,0.846854608904365,0.376697415893001,0.881075180979161,6,0.0412243409449421,0.889698411428762,0.482824510658777,0.866855153413715,4,3,
0.71,710.5,269.5,220.5,3.5,4,0.1,4,10.53,13.79,129,0.90271151504721,0.0137751277378598,0.145021066528405,0.756628974715345,25,0.609686973036829,0.616562748060695,0.243507630842685,0.886482040458762,4,1,
0.71,710.5,269.5,220.5,3.5,5,0.1,4,10.72,14.2,141,0.799553570165153,0.108210945945528,0.0231002396657568,0.750435194570781,71,0.392270580221217,0.956329873265714,0.855556511596831,0.299076973701945,1,2,
0.69,735,294,220.5,3.5,2,0.1,4,11.18,14.29,37,0.547125278584985,0.94460343213662,0.347459953787697,0.225165735706109,68,0.99355428350927,0.153894806963289,0.77999469511936,0.144325390743136,2,3,
0.69,735,294,220.5,3.5,3,0.1,4,11.22,14.49,97,0.181325779687374,0.942171829379034,0.235438382461914,0.543891625097657,48,0.540234209271961,0.545768448949092,0.414714711213825,0.314626808567815,4,2,
0.69,735,294,220.5,3.5,4,0.1,4,11.07,14.42,133,0.72391924326462,0.559770568976121,0.916227377193422,0.951476342029035,16,0.541103409379399,0.0137284622284007,0.0778007750526318,0.479309840098608,3,2,
0.69,735,294,220.5,3.5,5,0.1,4,11.2,14.73,143,0.555399834811285,0.117921806175663,0.543217657825041,0.145187601533091,46,0.727766283041355,0.572481795334816,0.238935544068614,0.155098421595941,1,2,
0.66,759.5,318.5,220.5,3.5,2,0.1,4,11.44,14.86,36,0.577906105538977,0.0300191095292271,0.256464270513233,0.826304945409279,8,0.609911207316238,0.128209819583798,0.780583580899539,0.795313050970109,3,2,
0.66,759.5,318.5,220.5,3.5,3,0.1,4,11.42,14.67,56,0.65491015349899,0.485747483773369,0.607838419770186,0.319260304714378,42,0.521373142668204,0.5235718600871,0.772343961567647,0.17907708165829,2,4,
0.66,759.5,318.5,220.5,3.5,4,0.1,4,11.33,15,168,0.5271561362857,0.775923493520247,0.370779598838158,0.944590029871631,34,0.12484357973794,0.211236454216206,0.80921971096389,0.108143568379746,3,4,
0.66,759.5,318.5,220.5,3.5,5,0.1,4,11.43,14.83,89,0.949193275185484,0.600851522646948,0.409857245250313,0.367843038233194,47,0.271113262766268,0.0559107128573512,0.283195973801395,0.225874981809727,4,3,
0.64,784,343,220.5,3.5,2,0.1,4,15.4,19.24,106,0.953690626793478,0.223530161180409,0.288051201281263,0.550635013162425,86,0.812141063899475,0.79688565229539,0.69182439978632,0.842294279806588,3,3,
0.64,784,343,220.5,3.5,3,0.1,4,15.19,19.25,63,0.898483616655957,0.880177527551903,0.120037181476662,0.730037844436996,30,0.890872296942889,0.475547439184372,0.0902347979751781,0.925853792599588,2,2,
0.64,784,343,220.5,3.5,4,0.1,4,15.32,19.42,103,0.64179881364016,0.629510863873633,0.053936013652766,0.381678803826859,13,0.33743607724469,0.370609563929126,0.0906796389492921,0.980417067533167,1,4,
0.64,784,343,220.5,3.5,5,0.1,4,15.16,19.48,31,0.923174674241693,0.288049172802829,0.258035069727671,0.538826589518773,48,0.969091696706777,0.393398938880154,0.862899644983842,0.187417879567732,3,4,
0.62,808.5,367.5,220.5,3.5,2,0.1,4,12.85,14.37,175,0.953200159790296,0.578402067896827,0.912860491134197,0.0462217845878805,83,0.156098939540763,0.966263923487324,0.819253596191232,0.943296161692165,1,1,
0.62,808.5,367.5,220.5,3.5,3,0.1,4,13.04,14.34,106,0.844457911223931,0.400578585031746,0.532678520167465,0.315380333362443,22,0.714782802280132,0.291197952241525,0.0986287683653309,0.428674930389277,2,1,
0.62,808.5,367.5,220.5,3.5,4,0.1,4,13,14.28,175,0.790766697757576,0.541913104446425,0.102611529469283,0.835005266676364,9,0.584395247492947,0.822041304348749,0.0688302858011092,0.234196529965733,3,2,
0.62,808.5,367.5,220.5,3.5,5,0.1,4,13,14.47,155,0.637857069326409,0.340382825692709,0.617881107820845,0.822409603387644,99,0.417825905873195,0.403104217876966,0.694313108085452,0.271024456761359,3,2,
0.98,514.5,294,110.25,7,2,0.1,5,24.35,25.64,149,0.077434223158134,0.420329134955428,0.575683534315974,0.35164608870897,95,0.953443483925978,0.16343171610877,0.346599362610698,0.928227565952713,2,1,
0.98,514.5,294,110.25,7,3,0.1,5,24.33,25.98,120,0.0753434062074287,0.451940756771479,0.458099176039933,0.454492984019329,12,0.181004785024263,0.715844352688865,0.406887530500478,0.477890670747247,1,2,
0.98,514.5,294,110.25,7,4,0.1,5,24.03,25.88,57,0.250246308210157,0.822484989802802,0.447966369742991,0.715736699322259,11,0.883131774619727,0.155079909018648,0.27890377868668,0.948235215171501,4,1,
0.98,514.5,294,110.25,7,5,0.1,5,24.26,26.18,75,0.200559980609604,0.373696834632772,0.0800086468296023,0.807544738874921,39,0.152593820020472,0.400927801140283,0.517975479172743,0.875588413132281,3,2,
0.9,563.5,318.5,122.5,7,2,0.1,5,29.83,29.82,130,0.925870827932994,0.68919052034463,0.0920311399254793,0.0375759632924379,58,0.543300610466978,0.58826095208277,0.826712083404988,0.913520934678124,3,2,
0.9,563.5,318.5,122.5,7,3,0.1,5,29.08,29.52,135,0.315822044084734,0.454202358449415,0.547850824629898,0.21103454348345,80,0.677926781584126,0.237167523574997,0.27333541564711,0.354936683203734,1,4,
0.9,563.5,318.5,122.5,7,4,0.1,5,28.03,34.45,114,0.152695707881833,0.288239609415422,0.607093737860823,0.40133777918608,79,0.592194851303552,0.777413925654138,0.276630091374186,0.056822484375321,3,4,
0.9,563.5,318.5,122.5,7,5,0.1,5,29.02,33.01,157,0.204516946369055,0.88232404738742,0.927209066865351,0.517825514533891,77,0.714067858228795,0.806073131042472,0.899928084912921,0.589540343851041,4,2,
0.86,588,294,147,7,2,0.1,5,27.03,25.82,119,0.298921555970317,0.219037904573163,0.394211495093875,0.547051580718388,83,0.246438811047022,0.149976749888611,0.444913313419683,0.955204860793087,2,4,
0.86,588,294,147,7,3,0.1,5,26.45,27.33,82,0.970147934091555,0.310437964438706,0.837077965573147,0.0388906939890853,68,0.895940225965224,0.772505455353158,0.937370675182872,0.00271481184911379,4,2,
0.86,588,294,147,7,4,0.1,5,25.36,32.04,152,0.318125821101516,0.6175158973022,0.729627295897954,0.266549387608196,18,0.697651506989258,0.5970744817119,0.0843287646364176,0.86618454038716,4,2,
0.86,588,294,147,7,5,0.1,5,26.45,31.28,74,0.235702583387231,0.04832975116176,0.0584530521450913,0.329093092796648,35,0.157525302621714,0.930328407162849,0.515264410369952,0.834790254903064,2,4,
0.82,612.5,318.5,147,7,2,0.1,5,24.37,25.11,47,0.976171991294895,0.410305659014573,0.172862838253952,0.742399582472876,99,0.962193790801005,0.842498928709685,0.517343547749824,0.488744636184157,3,1,
0.82,612.5,318.5,147,7,3,0.1,5,23.89,24.77,18,0.777385256365851,0.519729208775446,0.829643872600318,0.385495756720123,11,0.589906041766473,0.251781824426087,0.454296166961584,0.839223295334563,3,1,
